F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,Country,Latitude,Longitude
-1.09400008474181,-1.28059171713227,2.80692573454497,-0.097576384406228,-0.791472116920578,2.44089565647858,0.003710222998865,-0.864714788584343,0.738257106664635,-0.18561267989319,0.401220885315131,0.524999664864847,0.209814690785641,0.776197423393447,-0.99940451220474,-0.336218550080202,0.488672412710644,-0.77887901073538,-1.04793351381815,3.14977995652649,-0.228042321798711,-0.326297053432211,-0.289409423594755,1.00929127148842,0.476474931154753,2.7018466520149,0.761647950271371,0.558978591481947,0.045837565853796,-0.273818865045496,0.042367912784237,-0.534317421406848,-0.95804763964639,-0.295736598690825,0.543953832869334,-0.638333190618631,1.44989783470363,0.36215839364556,-0.15646882034575,1.76493061329042,-0.064256829116396,-0.426693217248994,0.375697777791807,0.180878626720781,-0.490945083607507,-0.598354342584493,-1.03419150183683,-0.513399682174018,-0.72793003313422,-0.90681080669678,-1.02504581894528,0.454971439192326,-0.94551586009485,-0.109496925766416,-0.081734551231128,-0.665038402664278,0.033434618445366,2.02198450143495,0.465685377835368,1.65158826428888,0.169667705545598,0.348004612963642,-0.385987873275107,-0.137104720273511,-0.421766283125302,-0.296042842669174,-0.731676882848667,-0.442480028036009,Australia,-35.3,149.12
-1.28554407672261,-0.940198094755241,-0.721321091963346,-0.172043522745573,-2.12789273770979,2.54976189860908,1.36574970398144,0.489952817046784,1.69246150800472,0.387044467138682,0.766992173908896,0.609068603110083,0.076610625694273,-0.393732078475832,-0.316402397461804,-0.350460945011243,-0.766735787961705,-1.21852348094721,-0.619753356226453,-0.372127455867603,-0.065640723032888,-0.110811836107491,-0.132430856836884,-0.454292729628383,-0.710859295624594,-0.994617586916451,-1.08285119795189,-1.53269252495043,-1.34755610008279,-1.46739193381011,-1.29410189187033,-0.628583272030666,-0.918161328944644,-0.975990892523848,-0.930752092824989,0.2345421722245,0.731543372632185,0.244725520635211,0.480277420943236,0.896915051707485,0.900400461105815,-0.978742410617921,-0.710475262756893,-0.638659088556832,-1.00110735440233,-0.973196179286651,-0.933992370762225,-1.14738215789581,-0.120056234529584,0.374811575588799,-0.532478490710282,-1.0088599551752,0.686680176402098,0.448536147918937,5.60890375852579,1.79205881576022,1.20902027658103,-0.503023153693284,0.53473191448725,-0.935376839217148,-1.17690892307978,-1.40859169003416,-0.986425907060897,-1.29334632118407,-1.23969169084437,-0.72967544867941,-1.15327529470245,-1.25482534728813,Australia,-35.3,149.12
0.503961635783956,0.497135872839567,-0.319167947898214,0.330719404658085,-0.398782762435427,-0.749428929048571,-2.38058864435125,0.951097943015831,-0.452176579993093,-0.761332806326942,0.94893350635713,0.879276245757127,1.08008151242963,1.35439195652078,-0.023136555000402,0.837526784108959,0.12219631382053,-0.475150529846385,-0.435682700840499,-0.747873632497809,0.105953921599539,0.147505832215876,0.862323724818318,2.05456779872057,1.5921473531547,1.3702764668316,1.90840304971834,0.88539645813179,0.704594615744811,-0.050572849550922,0.043885723776939,-0.086016430039743,0.359367887329544,-0.412824670620385,-0.454520897637098,-1.13800217440717,-1.54561373220452,0.41543463005209,-0.776986473546127,-0.786581876179487,1.68669803813679,-0.449790189413812,0.391103022977425,0.171879431329038,-0.642054971578108,-1.08521465609996,-1.04368992513446,-1.05289672264323,-0.680811932778956,-0.977796721880371,-0.950985854534967,-0.766281831299225,-1.31782364112775,-0.750831681614699,-0.439866274179329,-1.27317245708185,0.216712093881749,1.25493225802807,0.274431701655904,0.150853748177089,0.161781722216676,0.101071976096773,-0.071693540875389,-0.835381337929459,-0.397304878400201,-0.456676473168529,-0.492328796997836,-0.76183606905922,Australia,-35.3,149.12
-1.11997826207325,0.696697078431851,0.612882011081509,-0.98329473036083,1.33314834047802,1.55760664849152,-0.999593203433391,-1.0670512310755,0.811559130564278,0.437625922746359,0.415746349894248,-1.10256791618285,-0.954627178465616,-0.169121545206759,-0.391595299883791,-0.242958090368787,-0.632447088306451,-1.08373410837243,-0.556623724934133,0.603774016724795,-0.038480568691315,-0.892621783691337,-0.806716516469966,-0.817058456124239,-0.521408155520245,-1.58948856964261,-2.11369786302123,-1.74390355988217,-2.08055033581142,-2.08190425677862,-1.93174133794773,-1.90761809738571,-1.69092035795025,-1.84422304496983,-0.618377601879774,3.06110711747382,2.52865510421291,4.07007356321269,2.95346727867433,3.63727111951168,0.882246632284581,-0.231248650652951,-0.013070495555168,0.407678484787256,0.791597530559982,0.348623629755914,-0.507061108096474,-0.691205472313891,-0.404938759482666,0.145532550130475,0.401549167007718,-0.716788029757633,0.46669968735282,2.31786342963838,0.742289481776801,0.497671395896964,0.52924230078713,0.172386987337831,0.696480869396881,0.09121369397021,-0.051818903942342,0.219476075904425,0.001850168599617,-0.088703974192578,-0.068107516024875,-0.070305773754995,0.277593458813724,-0.071958667556296,Australia,-35.3,149.12
1.25621377865921,1.06623949760323,0.984964814181458,-0.312513315193508,-2.11107709507189,0.009980321073922,0.509740589998668,0.837960855167775,0.420965890456005,0.366289191493505,0.234287698359839,0.176614139158549,0.57281665573916,0.059063575879503,0.045576157805293,-0.02754471868979,-0.608874844387047,1.26647572288488,1.69724124143988,0.603967180350183,-0.1649479505072,0.740269202214851,0.790852850369993,1.07354471364343,0.797831598005832,0.728193453945189,0.46292507244499,0.364260581239443,-0.180712195569117,-0.319848961032017,-0.026868688463639,0.106136123996684,-0.285204873356307,0.054570412642153,2.34000815056526,0.775424575022873,1.35149825846879,0.03552242925604,1.95777244933015,3.91450820865815,-0.379405260557763,0.181710813029165,-0.100274992964054,-0.5741507083414,-0.727244313067789,-0.352419568794865,-0.952532913773881,-0.57549923998597,-0.450371181933238,-0.166902250965255,0.1402636000155,1.0623469882294,0.651469125362272,1.08363973899521,5.64446862378342,1.18971014593362,3.04533141507743,1.70209174490635,1.81662912383693,0.593634450161034,0.746647287006047,0.035940309111959,-0.292118386712742,0.075086318668311,-0.23843426032072,-0.347040020769614,-0.693764096969293,0.053939810349858,Australia,-35.3,149.12
-0.660609510485883,0.478705067320388,-0.333062072404511,-0.797341291015791,-2.99143610381423,0.515034950361005,1.09269224172812,-1.513368683144,-0.377089995962475,-0.618569834789259,-0.88661780900264,-2.61628656377705,-3.01093367592629,-1.59160241338845,1.13011214213272,2.45684413939446,2.90303101667882,-0.794328140854717,-0.361052237995322,-0.788129340840623,-0.830851667466169,0.386941407325195,-0.434885811378251,-0.187783873305727,-0.168447222044684,-0.329610468464942,0.269766247672904,0.323501306253157,0.373517867557202,0.168561462446907,0.266524474230342,0.318960017003387,-0.194699075138515,-0.318046519779299,-0.528117917523852,1.74464209497333,1.5742860572824,1.50245439452524,3.74345875821162,1.44927738001415,3.16062598680177,2.3035809271763,1.27486372999976,2.54249627723459,2.27475321137234,1.54704475071055,0.703810575569318,0.444152815875583,0.11564572517724,0.402973880869745,0.943925200226695,-0.581747052658199,0.403519256685376,-0.086572803825256,0.351082328070209,1.77316491106443,1.00801569669814,1.73420976839657,1.15973939827245,0.4469472148647,1.10116365437477,1.14266544122924,0.722300039961326,0.671698168237942,0.990504552856024,0.936538904232811,0.264579183095044,0.441139077969693,Australia,-35.3,149.12
-0.327178004346382,-0.120681651307437,0.14263531574425,-0.279511988139213,0.912859387738162,-0.398071053899705,0.223443996450711,0.195030532086975,0.600972097412411,0.216359595703381,0.357451615026006,0.888421360901792,0.82307402607281,-0.089263985224312,0.194191138556103,0.12287278593431,-0.432343910898358,0.518161884660202,0.558437708480392,0.823839509559958,0.469059769560462,-0.21510536657308,-0.367436140499394,-0.781842305260405,-0.71312225776956,-1.105205391464,-0.910133276805171,-1.12935885909043,-0.745827640322433,-1.35224924791767,-0.960969677731054,-1.13686010518978,-0.838031298000521,-0.66434380860522,-0.103293331202406,0.924725403105468,0.836502117288593,0.072342197227677,0.319663364433515,-0.378962971238354,-0.113006861328792,-0.756981891620255,-0.64191989610507,-0.106167873712743,-0.663485967600628,-0.510109425221837,-0.413623566487977,-0.922333153992054,-0.782776212122172,-0.216920732927823,-0.67257287256836,0.074378951154986,0.358945826027289,1.49827346427012,5.46237927145287,1.1822042008695,-0.085960015518349,-0.923619021812831,-0.577860180040103,-1.10409020298047,-0.724906065383703,-1.40252435920643,-0.586381489758448,-0.903163183622949,-0.987672915657438,-0.980839293680319,-0.616370122913245,-0.662906185262713,Australia,-35.3,149.12
-0.135940865154112,-0.025825805199068,-0.082087492980473,-0.259998964047591,0.157467924084029,-0.466847578411906,1.35632988354083,0.846296519718762,0.491213208199343,0.136707377018447,1.48181225615093,0.541371010234315,-0.092774574223005,-0.277199326748184,-0.954250471991895,-0.271941795520953,0.286315771801806,0.133871576803098,0.402437070194371,0.342401146919705,0.146345341866347,1.13301900782494,-0.127117745572868,0.681486991676284,0.296718332911135,1.39633735616583,0.487207293191869,0.476065509340531,0.11232155984917,-0.553857347939334,-0.347238981005673,0.340162266907427,-0.408656702830386,-0.098372570114024,0.088100618531421,0.51631267855118,0.20857721924103,-0.080237225134637,1.39275676725227,0.062142372536165,-0.778827177186822,-0.187055720692333,0.067144283141444,0.401211855240568,0.610381258073137,0.700578278001313,-0.324362881708602,-0.501541001455442,-0.049144331895274,-0.793319254270894,-0.808640176036629,0.060441199302167,0.408347384999201,0.964354565322903,5.65656046583344,2.03435087884464,0.031349135809547,1.72029283681164,0.00859388459324,1.39896630762809,-0.641543768561868,0.266386926224838,-0.423002705099041,-0.614644814148148,-0.59699150897573,0.114221625541038,-0.767625455125426,-0.549271488004541,Australia,-35.3,149.12
-0.345733989971051,-0.404315778805851,1.85314396616906,0.048201747251968,0.420343360556643,-0.771320597317648,0.575286882709101,-0.188326640900368,0.543868159376058,-0.080665798941473,-0.389329188820286,-0.398679528321579,-0.31331190281152,0.506226876648165,0.992051036077632,0.346102166531519,0.889662451033275,0.46630978530534,0.406951377005145,2.65734455362604,0.297047166078739,-0.041230611676022,0.204341100191848,0.433496448433219,0.72558826108461,2.04116891236757,1.16265597506283,0.177973332427964,-0.062912542126578,-0.975746104274692,-0.443876587375563,-0.225190508170637,-0.433638738671655,0.013761496615939,0.274499629853039,0.544947901148374,1.19411336192606,-0.038395810562018,-0.091078802478372,0.540754377599683,1.53596575352528,0.068372925236791,1.14617247551253,0.24714874896015,-0.314296411531783,-0.881257224150576,-0.881916477366072,-0.911248447916646,-0.889649572174371,-1.15130117022964,-0.771648669102715,0.453051830641688,0.477415777024968,-0.181212205570925,5.47304873103016,1.233167006566,0.361493989744383,0.926986172208194,0.857498967939118,1.896508200208,0.853683349273817,0.013074873420713,-0.257233819303721,-0.975262274261092,-0.819880420495794,-0.692840385420514,-0.955314228463374,-0.708417488543934,Australia,-35.3,149.12
2.21037809453505,2.39122123897416,2.93154502713758,-0.891035916823848,-2.13456913949298,-0.323242515284059,1.78673162451635,-0.946914806033006,2.43175700324357,-0.523285011212197,1.63075505407675,-0.863157591679605,1.6939356628508,0.201375367242197,1.34807255488862,-0.131666256783746,0.989377464101771,0.589777532510479,1.20197528939569,1.10103851025995,-0.101714259599258,0.10774071677863,-0.451608895674922,-0.326671728781502,-0.079603147757847,0.159174308001205,-0.298085738085428,0.380949277465185,-0.907801041961445,-0.325346553410897,-0.653540982253676,-1.45804412639333,-1.18798969125366,-0.661998011600596,4.17787742750436,2.10865982582601,0.978504297810207,0.828541457705649,2.58541609154899,3.55419166041678,1.37515185592632,-0.240048577323603,1.5399295938946,0.013643414529176,0.251846779499022,-0.485919915137185,-0.447990535091939,0.029446287039668,-0.664624887668422,-0.901678806958182,-0.59164359242355,0.504218162405619,0.534295567980478,2.78285491358214,5.78494718983133,1.94342707856803,-0.357324783279137,0.078826846314145,-0.029053670408011,0.239405368377985,0.496626623775818,0.858824529488849,-0.222382971163838,-0.023125253496326,-0.175137037766388,-0.3501509184519,-0.473834513757102,-0.325445569162689,Australia,-35.3,149.12
